location,target,type,quantile,forecast_date,target_end_date,value
20,51 day ahead inc hosp,quantile,0.025,2020-05-11,2020-06-28,0
20,52 day ahead inc hosp,quantile,0.025,2020-05-11,2020-06-29,0
20,53 day ahead inc hosp,quantile,0.025,2020-05-11,2020-06-30,0
20,54 day ahead inc hosp,quantile,0.025,2020-05-11,2020-07-01,0
20,55 day ahead inc hosp,quantile,0.025,2020-05-11,2020-07-02,0
20,56 day ahead inc hosp,quantile,0.025,2020-05-11,2020-07-03,0
20,57 day ahead inc hosp,quantile,0.025,2020-05-11,2020-07-04,0
20,58 day ahead inc hosp,quantile,0.025,2020-05-11,2020-07-05,0
20,59 day ahead inc hosp,quantile,0.025,2020-05-11,2020-07-06,0
20,6 day ahead inc hosp,quantile,0.025,2020-05-11,2020-05-14,7.29875
20,6 wk ahead cum death,quantile,0.025,2020-05-11,2020-06-20,251
20,60 day ahead inc hosp,quantile,0.025,2020-05-11,2020-07-07,0
20,61 day ahead inc hosp,quantile,0.025,2020-05-11,2020-07-08,0
20,62 day ahead inc hosp,quantile,0.025,2020-05-11,2020-07-09,0
20,63 day ahead inc hosp,quantile,0.025,2020-05-11,2020-07-10,0
20,64 day ahead inc hosp,quantile,0.025,2020-05-11,2020-07-11,0
20,65 day ahead inc hosp,quantile,0.025,2020-05-11,2020-07-12,0
20,66 day ahead inc hosp,quantile,0.025,2020-05-11,2020-07-13,0
20,67 day ahead inc hosp,quantile,0.025,2020-05-11,2020-07-14,0
20,68 day ahead inc hosp,quantile,0.025,2020-05-11,2020-07-15,0
20,69 day ahead inc hosp,quantile,0.025,2020-05-11,2020-07-16,0
20,7 day ahead inc hosp,quantile,0.025,2020-05-11,2020-05-15,6.4
20,7 wk ahead cum death,quantile,0.025,2020-05-11,2020-06-27,258
20,70 day ahead inc hosp,quantile,0.025,2020-05-11,2020-07-17,0
20,71 day ahead inc hosp,quantile,0.025,2020-05-11,2020-07-18,0
20,72 day ahead inc hosp,quantile,0.025,2020-05-11,2020-07-19,0
20,73 day ahead inc hosp,quantile,0.025,2020-05-11,2020-07-20,0
20,74 day ahead inc hosp,quantile,0.025,2020-05-11,2020-07-21,0
20,75 day ahead inc hosp,quantile,0.025,2020-05-11,2020-07-22,0
20,76 day ahead inc hosp,quantile,0.025,2020-05-11,2020-07-23,0
20,77 day ahead inc hosp,quantile,0.025,2020-05-11,2020-07-24,0
20,78 day ahead inc hosp,quantile,0.025,2020-05-11,2020-07-25,0
20,79 day ahead inc hosp,quantile,0.025,2020-05-11,2020-07-26,0
20,8 day ahead inc hosp,quantile,0.025,2020-05-11,2020-05-16,6.34875
20,8 wk ahead cum death,quantile,0.025,2020-05-11,2020-07-04,263.975
20,80 day ahead inc hosp,quantile,0.025,2020-05-11,2020-07-27,0
20,81 day ahead inc hosp,quantile,0.025,2020-05-11,2020-07-28,0
20,82 day ahead inc hosp,quantile,0.025,2020-05-11,2020-07-29,0
20,83 day ahead inc hosp,quantile,0.025,2020-05-11,2020-07-30,0
20,84 day ahead inc hosp,quantile,0.025,2020-05-11,2020-07-31,0
20,85 day ahead inc hosp,quantile,0.025,2020-05-11,2020-08-01,0
20,86 day ahead inc hosp,quantile,0.025,2020-05-11,2020-08-02,0
20,87 day ahead inc hosp,quantile,0.025,2020-05-11,2020-08-03,0
20,88 day ahead inc hosp,quantile,0.025,2020-05-11,2020-08-04,0
20,89 day ahead inc hosp,quantile,0.025,2020-05-11,2020-08-05,0
20,9 day ahead inc hosp,quantile,0.025,2020-05-11,2020-05-17,6.34875
20,9 wk ahead cum death,quantile,0.025,2020-05-11,2020-07-11,263.975
20,90 day ahead inc hosp,quantile,0.025,2020-05-11,2020-08-06,0
20,91 day ahead inc hosp,quantile,0.025,2020-05-11,2020-08-07,0
20,92 day ahead inc hosp,quantile,0.025,2020-05-11,2020-08-08,0
20,93 day ahead inc hosp,quantile,0.025,2020-05-11,2020-08-09,0
20,94 day ahead inc hosp,quantile,0.025,2020-05-11,2020-08-10,0
20,95 day ahead inc hosp,quantile,0.025,2020-05-11,2020-08-11,0
20,96 day ahead inc hosp,quantile,0.025,2020-05-11,2020-08-12,0
20,97 day ahead inc hosp,quantile,0.025,2020-05-11,2020-08-13,0
20,98 day ahead inc hosp,quantile,0.025,2020-05-11,2020-08-14,0
20,99 day ahead inc hosp,quantile,0.025,2020-05-11,2020-08-15,0
20,1 day ahead inc hosp,quantile,0.975,2020-05-11,2020-05-09,25.8960526315789
20,1 wk ahead cum death,quantile,0.975,2020-05-11,2020-05-16,222
20,10 day ahead inc hosp,quantile,0.975,2020-05-11,2020-05-18,27.368932748538
20,10 wk ahead cum death,quantile,0.975,2020-05-11,2020-07-18,716
20,100 day ahead inc hosp,quantile,0.975,2020-05-11,2020-08-16,0
20,101 day ahead inc hosp,quantile,0.975,2020-05-11,2020-08-17,0
20,102 day ahead inc hosp,quantile,0.975,2020-05-11,2020-08-18,0
20,103 day ahead inc hosp,quantile,0.975,2020-05-11,2020-08-19,0
20,104 day ahead inc hosp,quantile,0.975,2020-05-11,2020-08-20,0
20,105 day ahead inc hosp,quantile,0.975,2020-05-11,2020-08-21,0
20,11 day ahead inc hosp,quantile,0.975,2020-05-11,2020-05-19,28.1122807017544
20,11 wk ahead cum death,quantile,0.975,2020-05-11,2020-07-25,750.075
20,12 day ahead inc hosp,quantile,0.975,2020-05-11,2020-05-20,28.6865497076023
20,12 wk ahead cum death,quantile,0.975,2020-05-11,2020-08-01,778.025
20,13 day ahead inc hosp,quantile,0.975,2020-05-11,2020-05-21,29.0625
20,13 wk ahead cum death,quantile,0.975,2020-05-11,2020-08-08,778.025
20,14 day ahead inc hosp,quantile,0.975,2020-05-11,2020-05-22,30.0013888888889
20,14 wk ahead cum death,quantile,0.975,2020-05-11,2020-08-15,778.025
20,15 day ahead inc hosp,quantile,0.975,2020-05-11,2020-05-23,31.0069444444444
20,16 day ahead inc hosp,quantile,0.975,2020-05-11,2020-05-24,32.2635233918129
20,17 day ahead inc hosp,quantile,0.975,2020-05-11,2020-05-25,31.8467105263158
20,18 day ahead inc hosp,quantile,0.975,2020-05-11,2020-05-26,34.6125
20,19 day ahead inc hosp,quantile,0.975,2020-05-11,2020-05-27,32.5708333333333
20,2 day ahead inc hosp,quantile,0.975,2020-05-11,2020-05-10,26.2777777777778
20,2 wk ahead cum death,quantile,0.975,2020-05-11,2020-05-23,271
20,20 day ahead inc hosp,quantile,0.975,2020-05-11,2020-05-28,32.5825292397661
20,21 day ahead inc hosp,quantile,0.975,2020-05-11,2020-05-29,33.225
20,22 day ahead inc hosp,quantile,0.975,2020-05-11,2020-05-30,33.1175438596491
20,23 day ahead inc hosp,quantile,0.975,2020-05-11,2020-05-31,34.8460526315789
20,24 day ahead inc hosp,quantile,0.975,2020-05-11,2020-06-01,35.3388888888889
20,25 day ahead inc hosp,quantile,0.975,2020-05-11,2020-06-02,36.9444444444444
20,26 day ahead inc hosp,quantile,0.975,2020-05-11,2020-06-03,37.7777777777778
20,27 day ahead inc hosp,quantile,0.975,2020-05-11,2020-06-04,36.0611111111111
20,28 day ahead inc hosp,quantile,0.975,2020-05-11,2020-06-05,35.6694444444444
20,29 day ahead inc hosp,quantile,0.975,2020-05-11,2020-06-06,35.737865497076
20,3 day ahead inc hosp,quantile,0.975,2020-05-11,2020-05-11,26.5614035087719
20,3 wk ahead cum death,quantile,0.975,2020-05-11,2020-05-30,326
20,30 day ahead inc hosp,quantile,0.975,2020-05-11,2020-06-07,35.8888888888889
20,31 day ahead inc hosp,quantile,0.975,2020-05-11,2020-06-08,35.5555555555556
20,32 day ahead inc hosp,quantile,0.975,2020-05-11,2020-06-09,35.1152777777778
20,33 day ahead inc hosp,quantile,0.975,2020-05-11,2020-06-10,34.7805555555556
20,34 day ahead inc hosp,quantile,0.975,2020-05-11,2020-06-11,32.6777777777778
20,35 day ahead inc hosp,quantile,0.975,2020-05-11,2020-06-12,33.4776315789474
20,36 day ahead inc hosp,quantile,0.975,2020-05-11,2020-06-13,34.1111111111111
20,37 day ahead inc hosp,quantile,0.975,2020-05-11,2020-06-14,33.6921052631579
20,38 day ahead inc hosp,quantile,0.975,2020-05-11,2020-06-15,34.2916666666667
20,39 day ahead inc hosp,quantile,0.975,2020-05-11,2020-06-16,33.0583333333333
20,4 day ahead inc hosp,quantile,0.975,2020-05-11,2020-05-12,26.6180555555555
20,4 wk ahead cum death,quantile,0.975,2020-05-11,2020-06-06,388.05
20,40 day ahead inc hosp,quantile,0.975,2020-05-11,2020-06-17,31.475730994152
20,41 day ahead inc hosp,quantile,0.975,2020-05-11,2020-06-18,32.7222222222222
20,42 day ahead inc hosp,quantile,0.975,2020-05-11,2020-06-19,32.3347222222222
20,43 day ahead inc hosp,quantile,0.975,2020-05-11,2020-06-20,31.1763888888889
20,44 day ahead inc hosp,quantile,0.975,2020-05-11,2020-06-21,30.6722222222222
20,45 day ahead inc hosp,quantile,0.975,2020-05-11,2020-06-22,29.1736111111111
20,46 day ahead inc hosp,quantile,0.975,2020-05-11,2020-06-23,28.5027777777778
20,47 day ahead inc hosp,quantile,0.975,2020-05-11,2020-06-24,29.0583333333333
20,48 day ahead inc hosp,quantile,0.975,2020-05-11,2020-06-25,26.9472222222222
20,49 day ahead inc hosp,quantile,0.975,2020-05-11,2020-06-26,27.4451754385965
20,5 day ahead inc hosp,quantile,0.975,2020-05-11,2020-05-13,24.7907894736842
20,5 wk ahead cum death,quantile,0.975,2020-05-11,2020-06-13,458
20,50 day ahead inc hosp,quantile,0.975,2020-05-11,2020-06-27,26.7222222222222
20,51 day ahead inc hosp,quantile,0.975,2020-05-11,2020-06-28,27.1722222222222
20,52 day ahead inc hosp,quantile,0.975,2020-05-11,2020-06-29,25.8347222222222
20,53 day ahead inc hosp,quantile,0.975,2020-05-11,2020-06-30,26.7833333333333
20,54 day ahead inc hosp,quantile,0.975,2020-05-11,2020-07-01,25.4271929824561
20,55 day ahead inc hosp,quantile,0.975,2020-05-11,2020-07-02,25.2861111111111
20,56 day ahead inc hosp,quantile,0.975,2020-05-11,2020-07-03,23.5666666666667
20,57 day ahead inc hosp,quantile,0.975,2020-05-11,2020-07-04,25.0555555555556
20,58 day ahead inc hosp,quantile,0.975,2020-05-11,2020-07-05,23.2805555555556
20,59 day ahead inc hosp,quantile,0.975,2020-05-11,2020-07-06,23.3744883040936
20,6 day ahead inc hosp,quantile,0.975,2020-05-11,2020-05-14,25.7406432748538
20,6 wk ahead cum death,quantile,0.975,2020-05-11,2020-06-20,522.05
20,60 day ahead inc hosp,quantile,0.975,2020-05-11,2020-07-07,22.3758771929825
20,61 day ahead inc hosp,quantile,0.975,2020-05-11,2020-07-08,22.2902777777778
20,62 day ahead inc hosp,quantile,0.975,2020-05-11,2020-07-09,20.8335526315789
20,63 day ahead inc hosp,quantile,0.975,2020-05-11,2020-07-10,20.3176169590643
20,64 day ahead inc hosp,quantile,0.975,2020-05-11,2020-07-11,20
20,65 day ahead inc hosp,quantile,0.975,2020-05-11,2020-07-12,19.4569444444444
20,66 day ahead inc hosp,quantile,0.975,2020-05-11,2020-07-13,19.1152777777778
20,67 day ahead inc hosp,quantile,0.975,2020-05-11,2020-07-14,18.4451754385965
20,68 day ahead inc hosp,quantile,0.975,2020-05-11,2020-07-15,18.3375
20,69 day ahead inc hosp,quantile,0.975,2020-05-11,2020-07-16,17.1666666666667
20,7 day ahead inc hosp,quantile,0.975,2020-05-11,2020-05-15,25.5815789473684
20,7 wk ahead cum death,quantile,0.975,2020-05-11,2020-06-27,581.075
20,70 day ahead inc hosp,quantile,0.975,2020-05-11,2020-07-17,17.6125
20,71 day ahead inc hosp,quantile,0.975,2020-05-11,2020-07-18,16.7916666666667
20,72 day ahead inc hosp,quantile,0.975,2020-05-11,2020-07-19,17.0527046783626
20,73 day ahead inc hosp,quantile,0.975,2020-05-11,2020-07-20,15.2236111111111
20,74 day ahead inc hosp,quantile,0.975,2020-05-11,2020-07-21,15.9514619883041
20,75 day ahead inc hosp,quantile,0.975,2020-05-11,2020-07-22,14.8402777777778
20,76 day ahead inc hosp,quantile,0.975,2020-05-11,2020-07-23,14.6152777777778
20,77 day ahead inc hosp,quantile,0.975,2020-05-11,2020-07-24,13.5569444444444
20,78 day ahead inc hosp,quantile,0.975,2020-05-11,2020-07-25,13.0597222222222
20,79 day ahead inc hosp,quantile,0.975,2020-05-11,2020-07-26,12.7225877192982
20,8 day ahead inc hosp,quantile,0.975,2020-05-11,2020-05-16,25.9472222222222
20,8 wk ahead cum death,quantile,0.975,2020-05-11,2020-07-04,633
20,80 day ahead inc hosp,quantile,0.975,2020-05-11,2020-07-27,12.0555555555556
20,81 day ahead inc hosp,quantile,0.975,2020-05-11,2020-07-28,0
20,82 day ahead inc hosp,quantile,0.975,2020-05-11,2020-07-29,0
20,83 day ahead inc hosp,quantile,0.975,2020-05-11,2020-07-30,0
20,84 day ahead inc hosp,quantile,0.975,2020-05-11,2020-07-31,0
20,85 day ahead inc hosp,quantile,0.975,2020-05-11,2020-08-01,0
20,86 day ahead inc hosp,quantile,0.975,2020-05-11,2020-08-02,0
20,87 day ahead inc hosp,quantile,0.975,2020-05-11,2020-08-03,0
20,88 day ahead inc hosp,quantile,0.975,2020-05-11,2020-08-04,0
20,89 day ahead inc hosp,quantile,0.975,2020-05-11,2020-08-05,0
20,9 day ahead inc hosp,quantile,0.975,2020-05-11,2020-05-17,26.1677631578947
20,9 wk ahead cum death,quantile,0.975,2020-05-11,2020-07-11,675.075
20,90 day ahead inc hosp,quantile,0.975,2020-05-11,2020-08-06,0
20,91 day ahead inc hosp,quantile,0.975,2020-05-11,2020-08-07,0
20,92 day ahead inc hosp,quantile,0.975,2020-05-11,2020-08-08,0
20,93 day ahead inc hosp,quantile,0.975,2020-05-11,2020-08-09,0
20,94 day ahead inc hosp,quantile,0.975,2020-05-11,2020-08-10,0
20,95 day ahead inc hosp,quantile,0.975,2020-05-11,2020-08-11,0
20,96 day ahead inc hosp,quantile,0.975,2020-05-11,2020-08-12,0
20,97 day ahead inc hosp,quantile,0.975,2020-05-11,2020-08-13,0
20,98 day ahead inc hosp,quantile,0.975,2020-05-11,2020-08-14,0
20,99 day ahead inc hosp,quantile,0.975,2020-05-11,2020-08-15,0
21,1 day ahead inc hosp,point,,2020-05-11,2020-05-09,39.4749692939456
21,1 wk ahead cum death,point,,2020-05-11,2020-05-16,374.564
21,10 day ahead inc hosp,point,,2020-05-11,2020-05-18,37.0193104446164
21,10 wk ahead cum death,point,,2020-05-11,2020-07-18,687.838
21,100 day ahead inc hosp,point,,2020-05-11,2020-08-16,0
21,101 day ahead inc hosp,point,,2020-05-11,2020-08-17,0
21,102 day ahead inc hosp,point,,2020-05-11,2020-08-18,0
21,103 day ahead inc hosp,point,,2020-05-11,2020-08-19,0
21,104 day ahead inc hosp,point,,2020-05-11,2020-08-20,0
21,105 day ahead inc hosp,point,,2020-05-11,2020-08-21,0
21,11 day ahead inc hosp,point,,2020-05-11,2020-05-19,36.5428312435501
21,11 wk ahead cum death,point,,2020-05-11,2020-07-25,696.763
21,12 day ahead inc hosp,point,,2020-05-11,2020-05-20,35.964092870657
21,12 wk ahead cum death,point,,2020-05-11,2020-08-01,703.047
21,13 day ahead inc hosp,point,,2020-05-11,2020-05-21,34.7003872248022
21,13 wk ahead cum death,point,,2020-05-11,2020-08-08,703.047
21,14 day ahead inc hosp,point,,2020-05-11,2020-05-22,33.7022630460956
21,14 wk ahead cum death,point,,2020-05-11,2020-08-15,703.047
21,15 day ahead inc hosp,point,,2020-05-11,2020-05-23,33.3610630073959
21,16 day ahead inc hosp,point,,2020-05-11,2020-05-24,33.237326879085
21,17 day ahead inc hosp,point,,2020-05-11,2020-05-25,32.9143249312006
21,18 day ahead inc hosp,point,,2020-05-11,2020-05-26,32.6241219126247
21,19 day ahead inc hosp,point,,2020-05-11,2020-05-27,31.7174659442724
21,2 day ahead inc hosp,point,,2020-05-11,2020-05-10,39.4091328603371
21,2 wk ahead cum death,point,,2020-05-11,2020-05-23,434.157
21,20 day ahead inc hosp,point,,2020-05-11,2020-05-28,30.7648282335741
21,21 day ahead inc hosp,point,,2020-05-11,2020-05-29,29.8848134631923
21,22 day ahead inc hosp,point,,2020-05-11,2020-05-30,29.3444530400757
21,23 day ahead inc hosp,point,,2020-05-11,2020-05-31,29.2368383513932
21,24 day ahead inc hosp,point,,2020-05-11,2020-06-01,29.1253760362917
21,25 day ahead inc hosp,point,,2020-05-11,2020-06-02,29.1719984864121
21,26 day ahead inc hosp,point,,2020-05-11,2020-06-03,28.7162609176127
21,27 day ahead inc hosp,point,,2020-05-11,2020-06-04,27.885307374441
21,28 day ahead inc hosp,point,,2020-05-11,2020-06-05,26.891772123323
21,29 day ahead inc hosp,point,,2020-05-11,2020-06-06,25.8609536506708
21,3 day ahead inc hosp,point,,2020-05-11,2020-05-11,39.3735086644307
21,3 wk ahead cum death,point,,2020-05-11,2020-05-30,488.412
21,30 day ahead inc hosp,point,,2020-05-11,2020-06-07,24.6779253396973
21,31 day ahead inc hosp,point,,2020-05-11,2020-06-08,24.0709290204678
21,32 day ahead inc hosp,point,,2020-05-11,2020-06-09,22.8873874355005
21,33 day ahead inc hosp,point,,2020-05-11,2020-06-10,22.382946375129
21,34 day ahead inc hosp,point,,2020-05-11,2020-06-11,21.8654220588235
21,35 day ahead inc hosp,point,,2020-05-11,2020-06-12,21.1472914516684
21,36 day ahead inc hosp,point,,2020-05-11,2020-06-13,20.7406566391469
21,37 day ahead inc hosp,point,,2020-05-11,2020-06-14,20.3065800352597
21,38 day ahead inc hosp,point,,2020-05-11,2020-06-15,19.5332085483316
21,39 day ahead inc hosp,point,,2020-05-11,2020-06-16,18.9383698873409
21,4 day ahead inc hosp,point,,2020-05-11,2020-05-12,39.1346614723082
21,4 wk ahead cum death,point,,2020-05-11,2020-06-06,536.446
21,40 day ahead inc hosp,point,,2020-05-11,2020-06-17,18.4939791322669
21,41 day ahead inc hosp,point,,2020-05-11,2020-06-18,17.729634748022
21,42 day ahead inc hosp,point,,2020-05-11,2020-06-19,16.977028130375
21,43 day ahead inc hosp,point,,2020-05-11,2020-06-20,16.506278874269
21,44 day ahead inc hosp,point,,2020-05-11,2020-06-21,15.912054751462
21,45 day ahead inc hosp,point,,2020-05-11,2020-06-22,15.2084439284486
21,46 day ahead inc hosp,point,,2020-05-11,2020-06-23,14.4812713493292
21,47 day ahead inc hosp,point,,2020-05-11,2020-06-24,14.0289513157895
21,48 day ahead inc hosp,point,,2020-05-11,2020-06-25,13.5193840729274
21,49 day ahead inc hosp,point,,2020-05-11,2020-06-26,12.9341118335053
21,5 day ahead inc hosp,point,,2020-05-11,2020-05-13,38.6329344470244
21,5 wk ahead cum death,point,,2020-05-11,2020-06-13,578.64
21,50 day ahead inc hosp,point,,2020-05-11,2020-06-27,12.4822958892329
21,51 day ahead inc hosp,point,,2020-05-11,2020-06-28,12.1100839009288
21,52 day ahead inc hosp,point,,2020-05-11,2020-06-29,11.6566500515996
21,53 day ahead inc hosp,point,,2020-05-11,2020-06-30,11.2153283367733
21,54 day ahead inc hosp,point,,2020-05-11,2020-07-01,10.7567554824561
21,55 day ahead inc hosp,point,,2020-05-11,2020-07-02,10.3548117217062
21,56 day ahead inc hosp,point,,2020-05-11,2020-07-03,9.98360481596147
21,57 day ahead inc hosp,point,,2020-05-11,2020-07-04,9.66043701840385
21,58 day ahead inc hosp,point,,2020-05-11,2020-07-05,9.20803680340557
21,59 day ahead inc hosp,point,,2020-05-11,2020-07-06,8.79850039129687
21,6 day ahead inc hosp,point,,2020-05-11,2020-05-14,37.835945872033
21,6 wk ahead cum death,point,,2020-05-11,2020-06-20,612.273
21,60 day ahead inc hosp,point,,2020-05-11,2020-07-07,8.56019625472996
21,61 day ahead inc hosp,point,,2020-05-11,2020-07-08,8.1819112745098
21,62 day ahead inc hosp,point,,2020-05-11,2020-07-09,7.95138789129687
21,63 day ahead inc hosp,point,,2020-05-11,2020-07-10,7.67559902820777
21,64 day ahead inc hosp,point,,2020-05-11,2020-07-11,7.37666790075679
21,65 day ahead inc hosp,point,,2020-05-11,2020-07-12,6.9494986756106
21,66 day ahead inc hosp,point,,2020-05-11,2020-07-13,6.61585153508772
21,67 day ahead inc hosp,point,,2020-05-11,2020-07-14,6.35037039043688
21,68 day ahead inc hosp,point,,2020-05-11,2020-07-15,6.09052695218438
21,69 day ahead inc hosp,point,,2020-05-11,2020-07-16,5.75243540161679
21,7 day ahead inc hosp,point,,2020-05-11,2020-05-15,37.2422682275542
21,7 wk ahead cum death,point,,2020-05-11,2020-06-27,639.305
21,70 day ahead inc hosp,point,,2020-05-11,2020-07-17,6.03326104661163
21,71 day ahead inc hosp,point,,2020-05-11,2020-07-18,5.29110933522532
21,72 day ahead inc hosp,point,,2020-05-11,2020-07-19,5.05694000257998
21,73 day ahead inc hosp,point,,2020-05-11,2020-07-20,4.85100367647059
21,74 day ahead inc hosp,point,,2020-05-11,2020-07-21,4.67329940660475
21,75 day ahead inc hosp,point,,2020-05-11,2020-07-22,4.37240055469556
21,76 day ahead inc hosp,point,,2020-05-11,2020-07-23,4.1887759502924
21,77 day ahead inc hosp,point,,2020-05-11,2020-07-24,3.9412976995184
21,78 day ahead inc hosp,point,,2020-05-11,2020-07-25,3.74593742260062
21,79 day ahead inc hosp,point,,2020-05-11,2020-07-26,3.55242802717578
21,8 day ahead inc hosp,point,,2020-05-11,2020-05-16,37.1678131105951
21,8 wk ahead cum death,point,,2020-05-11,2020-07-04,659.959
21,80 day ahead inc hosp,point,,2020-05-11,2020-07-27,3.31298436532508
21,81 day ahead inc hosp,point,,2020-05-11,2020-07-28,0
21,82 day ahead inc hosp,point,,2020-05-11,2020-07-29,0
21,83 day ahead inc hosp,point,,2020-05-11,2020-07-30,0
21,84 day ahead inc hosp,point,,2020-05-11,2020-07-31,0
21,85 day ahead inc hosp,point,,2020-05-11,2020-08-01,0
21,86 day ahead inc hosp,point,,2020-05-11,2020-08-02,0
21,87 day ahead inc hosp,point,,2020-05-11,2020-08-03,0
21,88 day ahead inc hosp,point,,2020-05-11,2020-08-04,0
21,89 day ahead inc hosp,point,,2020-05-11,2020-08-05,0
21,9 day ahead inc hosp,point,,2020-05-11,2020-05-17,37.0789022961816
21,9 wk ahead cum death,point,,2020-05-11,2020-07-11,675.783
21,90 day ahead inc hosp,point,,2020-05-11,2020-08-06,0
21,91 day ahead inc hosp,point,,2020-05-11,2020-08-07,0
21,92 day ahead inc hosp,point,,2020-05-11,2020-08-08,0
21,93 day ahead inc hosp,point,,2020-05-11,2020-08-09,0
21,94 day ahead inc hosp,point,,2020-05-11,2020-08-10,0
21,95 day ahead inc hosp,point,,2020-05-11,2020-08-11,0
21,96 day ahead inc hosp,point,,2020-05-11,2020-08-12,0
21,97 day ahead inc hosp,point,,2020-05-11,2020-08-13,0
21,98 day ahead inc hosp,point,,2020-05-11,2020-08-14,0
21,99 day ahead inc hosp,point,,2020-05-11,2020-08-15,0
21,1 day ahead inc hosp,quantile,0.025,2020-05-11,2020-05-09,24.8498026315789
21,1 wk ahead cum death,quantile,0.025,2020-05-11,2020-05-16,352
21,10 day ahead inc hosp,quantile,0.025,2020-05-11,2020-05-18,19.4171052631579
21,10 wk ahead cum death,quantile,0.025,2020-05-11,2020-07-18,480
21,100 day ahead inc hosp,quantile,0.025,2020-05-11,2020-08-16,0
21,101 day ahead inc hosp,quantile,0.025,2020-05-11,2020-08-17,0
21,102 day ahead inc hosp,quantile,0.025,2020-05-11,2020-08-18,0
21,103 day ahead inc hosp,quantile,0.025,2020-05-11,2020-08-19,0
21,104 day ahead inc hosp,quantile,0.025,2020-05-11,2020-08-20,0
21,105 day ahead inc hosp,quantile,0.025,2020-05-11,2020-08-21,0
21,11 day ahead inc hosp,quantile,0.025,2020-05-11,2020-05-19,18.8471710526316
21,11 wk ahead cum death,quantile,0.025,2020-05-11,2020-07-25,480
21,12 day ahead inc hosp,quantile,0.025,2020-05-11,2020-05-20,18.4180263157895
21,12 wk ahead cum death,quantile,0.025,2020-05-11,2020-08-01,480
21,13 day ahead inc hosp,quantile,0.025,2020-05-11,2020-05-21,17.0475
21,13 wk ahead cum death,quantile,0.025,2020-05-11,2020-08-08,480
21,14 day ahead inc hosp,quantile,0.025,2020-05-11,2020-05-22,16.65
21,14 wk ahead cum death,quantile,0.025,2020-05-11,2020-08-15,480
21,15 day ahead inc hosp,quantile,0.025,2020-05-11,2020-05-23,16.5757236842105
21,16 day ahead inc hosp,quantile,0.025,2020-05-11,2020-05-24,15.9449342105263
21,17 day ahead inc hosp,quantile,0.025,2020-05-11,2020-05-25,15.05
21,18 day ahead inc hosp,quantile,0.025,2020-05-11,2020-05-26,14.6482236842105
21,19 day ahead inc hosp,quantile,0.025,2020-05-11,2020-05-27,13.9449342105263
21,2 day ahead inc hosp,quantile,0.025,2020-05-11,2020-05-10,24.1475
21,2 wk ahead cum death,quantile,0.025,2020-05-11,2020-05-23,388
21,20 day ahead inc hosp,quantile,0.025,2020-05-11,2020-05-28,13.5975
21,21 day ahead inc hosp,quantile,0.025,2020-05-11,2020-05-29,12.59875
21,22 day ahead inc hosp,quantile,0.025,2020-05-11,2020-05-30,12.1051315789474
21,23 day ahead inc hosp,quantile,0.025,2020-05-11,2020-05-31,11.7894736842105
21,24 day ahead inc hosp,quantile,0.025,2020-05-11,2020-06-01,11.6833552631579
21,25 day ahead inc hosp,quantile,0.025,2020-05-11,2020-06-02,11.65
21,26 day ahead inc hosp,quantile,0.025,2020-05-11,2020-06-03,11.09875
21,27 day ahead inc hosp,quantile,0.025,2020-05-11,2020-06-04,10.695
21,28 day ahead inc hosp,quantile,0.025,2020-05-11,2020-06-05,9.6
21,29 day ahead inc hosp,quantile,0.025,2020-05-11,2020-06-06,8.8925
21,3 day ahead inc hosp,quantile,0.025,2020-05-11,2020-05-11,23.2490131578947
21,3 wk ahead cum death,quantile,0.025,2020-05-11,2020-05-30,416
21,30 day ahead inc hosp,quantile,0.025,2020-05-11,2020-06-07,8.3975
21,31 day ahead inc hosp,quantile,0.025,2020-05-11,2020-06-08,7.73467105263158
21,32 day ahead inc hosp,quantile,0.025,2020-05-11,2020-06-09,7.74967105263158
21,33 day ahead inc hosp,quantile,0.025,2020-05-11,2020-06-10,7.26184210526316
21,34 day ahead inc hosp,quantile,0.025,2020-05-11,2020-06-11,7.36671052631579
21,35 day ahead inc hosp,quantile,0.025,2020-05-11,2020-06-12,7.10513157894737
21,36 day ahead inc hosp,quantile,0.025,2020-05-11,2020-06-13,6.44796052631579
21,37 day ahead inc hosp,quantile,0.025,2020-05-11,2020-06-14,4.8975
21,38 day ahead inc hosp,quantile,0.025,2020-05-11,2020-06-15,4.49875
21,39 day ahead inc hosp,quantile,0.025,2020-05-11,2020-06-16,4.49625
21,4 day ahead inc hosp,quantile,0.025,2020-05-11,2020-05-12,23.4697368421053
21,4 wk ahead cum death,quantile,0.025,2020-05-11,2020-06-06,437.975
21,40 day ahead inc hosp,quantile,0.025,2020-05-11,2020-06-17,4.39875
21,41 day ahead inc hosp,quantile,0.025,2020-05-11,2020-06-18,3.78848684210526
21,42 day ahead inc hosp,quantile,0.025,2020-05-11,2020-06-19,3.55
21,43 day ahead inc hosp,quantile,0.025,2020-05-11,2020-06-20,3.64953947368421
21,44 day ahead inc hosp,quantile,0.025,2020-05-11,2020-06-21,3.47236842105263
21,45 day ahead inc hosp,quantile,0.025,2020-05-11,2020-06-22,3.47368421052632
21,46 day ahead inc hosp,quantile,0.025,2020-05-11,2020-06-23,3.44927631578947
21,47 day ahead inc hosp,quantile,0.025,2020-05-11,2020-06-24,3.31578947368421
21,48 day ahead inc hosp,quantile,0.025,2020-05-11,2020-06-25,3.47368421052632
